GEM Mine ID,Country,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),GEM Wiki Page (Non-ENG),Status,Capacity (Mtpa),Opening Year,ROM or Saleable,"Coal Output (Annual, Mt) 2023",Output Accuracy,"Coal Output (Annual, Mt) 2022",Output Accuracy,"Coal Output (Annual, Mt) 2021",Output Accuracy,"Coal Output (Annual, Mt) 2020",Output Accuracy,"Coal Output (Annual, Mt) 2019",Output Accuracy,"Coal Output (Annual, Mt) 2018",Output Accuracy,"Coal Output (Annual, Mt) 2017",Output Accuracy
M1167,China,Liuta Coal Mine,????????????????,??????????????????,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E7%A5%9E%E4%B8%9C%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9F%B3%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,3,1990,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M0282,China,Longwanggou Coal Mine,,??????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%9B%BD%E6%BA%90%E7%9F%BF%E4%B8%9A%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%BE%99%E7%8E%8B%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,15,2020,ROM,11.16,Estimated,7.49,Estimated,7.45,Estimated,3.49,Estimated,-,,-,,-,
M1331,China,Mahuang Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%A6%8F%E5%9F%8E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%BA%BB%E9%BB%84%E7%85%A4%E7%9F%BF,Operating,1.2,2019,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,-,,-,,-,
M1178,China,Manlailiang Coal Mine,,??????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%92%99%E6%B3%B0%E6%BB%A1%E6%9D%A5%E6%A2%81%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,3.6,2017,ROM,2.68,Estimated,2.70,Estimated,2.68,Estimated,2.51,Estimated,2.54,Estimated,2.54,Estimated,-,
M2435,China,Mengxin Coal Mine No.1 Well,,????????????????,https://www.gem.wiki/%E5%91%BC%E4%BC%A6%E8%B4%9D%E5%B0%94%E8%92%99%E8%A5%BF%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%92%99%E8%A5%BF%E4%B8%80%E4%BA%95,Operating,1.8,2006,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M0293,China,Menkeqing Coal Mine,,?????????????????,https://www.gem.wiki/%E4%B8%AD%E5%A4%A9%E5%90%88%E5%88%9B%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%97%A8%E5%85%8B%E5%BA%86%E7%85%A4%E7%9F%BF,Operating,8,2020,ROM,5.95,Estimated,5.99,Estimated,5.96,Estimated,-,,-,,-,,-,
M0295,China,Muduchaideng Coal Mine,,???????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%BC%8A%E5%8C%96%E7%9F%BF%E4%B8%9A%E8%B5%84%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%AF%8D%E6%9D%9C%E6%9F%B4%E7%99%BB%E7%85%A4%E7%9F%BF,Operating,6,2021,ROM,4.46,Estimated,4.49,Estimated,4.47,Estimated,-,,-,,-,,-,
M0296,China,Nalin River No.2 Coal Mine,,????????????????????,https://www.gem.wiki/%E4%B9%8C%E5%AE%A1%E6%97%97%E8%92%99%E5%A4%A7%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%BA%B3%E6%9E%97%E6%B2%B3%E4%BA%8C%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,8,2021,ROM,5.95,Estimated,5.99,Estimated,5.96,Estimated,-,,-,,-,,-,
M0297,China,Nalinmiao No.2 Well Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E6%B3%B0%E7%85%A4%E7%82%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%B3%E6%9E%97%E5%BA%99%E7%85%A4%E7%9F%BF%E4%BA%8C%E5%8F%B7%E4%BA%95,Operating,5,2006,ROM,3.72,Estimated,3.75,Estimated,3.73,Estimated,3.49,Estimated,3.53,Estimated,3.53,Estimated,-,
M2065,China,Naoerhao Coal Mine,,????????????????????,https://www.gem.wiki/%E4%BC%8A%E9%87%91%E9%9C%8D%E6%B4%9B%E6%97%97%E5%91%BC%E6%B0%8F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%B7%96%E5%B0%94%E5%A3%95%E7%85%A4%E7%9F%BF,Operating,1.2,2012,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2061,China,Naolinmiao Coal Mine No.1 Well,,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E6%B3%B0%E7%85%A4%E7%82%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%B3%E6%9E%97%E5%BA%99%E7%85%A4%E7%9F%BF%E4%B8%80%E5%8F%B7%E4%BA%95,Operating,1.8,2008,ROM,1.34,Estimated,-,,-,,-,,1.27,Estimated,1.27,Estimated,-,
M2067,China,Nianpanliang No.1 Coal Mine,,??????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E6%81%92%E6%B3%B0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%A2%BE%E7%9B%98%E6%A2%81%E4%B8%80%E4%BA%95,Operating,1.8,2008,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M0304,China,Nongnaimiao Luxin Coal Mine,,??????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%B2%81%E6%96%B0%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%86%9C%E4%B9%83%E5%BA%99%E9%B2%81%E6%96%B0%E7%85%A4%E7%9F%BF,Operating,5,2024,ROM,-,,-,,-,,-,,-,,-,,-,
M2391,China,Ordos Anyuan Coal Mine,,??????????????????,https://www.gem.wiki/%E5%85%96%E5%B7%9E%E7%85%A4%E4%B8%9A%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E8%83%BD%E5%8C%96%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%AE%89%E6%BA%90%E7%85%A4%E7%9F%BF,Operating,1.2,2013,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2389,China,Ordos Coal Mine,,?????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2006,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2465,China,Ordos Hetai Coal Mine,,???????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%92%8C%E6%B3%B0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,4,2011,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,1.88,Estimated,1.91,Estimated,1.91,Estimated,-,
M0309,China,Qingchunta Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%8F%A0%E6%B1%9F%E6%8A%95%E8%B5%84%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%9D%92%E6%98%A5%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,6,2017,ROM,4.46,Estimated,4.49,Estimated,4.47,Estimated,4.19,Estimated,-,,-,,-,
M1188,China,Qipanjing Coal Mine,Stage 2,??????????????????,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E8%92%99%E8%A5%BF%E7%85%A4%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%A3%8B%E7%9B%98%E4%BA%95%E7%85%A4%E7%9F%BF,Operating,1.2,2022,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M1188,China,Qipanjing Coal Mine,Stage 1,??????????????????,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E8%92%99%E8%A5%BF%E7%85%A4%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%A3%8B%E7%9B%98%E4%BA%95%E7%85%A4%E7%9F%BF,Operating,3,2008,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,-,,-,,2.12,Estimated,-,
M2090,China,Qipanjing Mining Company Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%A3%8B%E7%9B%98%E4%BA%95%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,1968,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,1.27,Estimated,1.27,Estimated,-,
M1798,China,Ruiguang Coal Mine,,???????????,https://www.gem.wiki/%E8%BE%BE%E6%8B%89%E7%89%B9%E6%97%97%E9%BB%91%E5%A1%94%E6%B2%9F%E7%91%9E%E5%85%89%E7%85%A4%E7%9F%BF,Operating,1.8,2010,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M1190,China,Sai Mengte'er Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%B5%9B%E8%92%99%E7%89%B9%E5%B0%94%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%B5%9B%E8%92%99%E7%89%B9%E5%B0%94%E7%85%A4%E7%9F%BF,Operating,3,2010,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M2392,China,Sanding Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%B8%89%E9%BC%8E%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2006,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0318,China,Selian No.2 Coal Mine,,????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%B8%AD%E5%8C%97%E7%85%A4%E5%8C%96%E5%B7%A5%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%89%B2%E8%BF%9E%E4%BA%8C%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,8,2017,ROM,5.95,Estimated,5.99,Estimated,5.96,Estimated,5.58,Estimated,5.65,Estimated,5.65,Estimated,-,
M2386,China,Shanbula Coal Mine,,????????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E8%8D%A3%E7%A5%A5%E7%85%A4%E7%84%A6%E5%8C%96%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%B1%B1%E4%B8%8D%E6%8B%89%E7%85%A4%E7%9F%BF,Operating,1.2,2003,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0326,China,Shangwan Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%8A%E6%B9%BE%E7%85%A4%E7%9F%BF,Operating,16,2000,ROM,11.90,Estimated,11.98,Estimated,11.92,Estimated,11.17,Estimated,11.30,Estimated,11.30,Estimated,-,
M0340,China,Shenhua Bulianta Coal Mine,,?????????????????,https://www.gem.wiki/?????????????????,Operating,28,2010,ROM,20.83,Estimated,20.97,Estimated,20.86,Estimated,18.47,Estimated,19.77,Estimated,19.77,Estimated,-,
M0344,China,Shilawusu Coal Mine,,?????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%98%8A%E7%9B%9B%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9F%B3%E6%8B%89%E4%B9%8C%E7%B4%A0%E7%85%A4%E7%9F%BF,Operating,8,2019,ROM,5.95,Estimated,5.99,Estimated,1.60,Reported,5.58,Estimated,-,,3.29,Reported,6.10,Reported
M2136,China,Sidaoliu Coal Mine,,??????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%9B%9B%E9%81%93%E6%9F%B3%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2008,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0351,China,Suancigou Coal Mine,,???????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E6%B3%B0%E4%BA%AC%E7%B2%A4%E9%85%B8%E5%88%BA%E6%B2%9F%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%85%B8%E5%88%BA%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,20,2010,ROM,14.88,Estimated,14.98,Estimated,13.41,Estimated,12.56,Estimated,12.71,Estimated,12.71,Estimated,-,
M2144,China,Sujiagou Coal Mine,,??????????????????????,https://www.gem.wiki/%E8%BE%BE%E6%8B%89%E7%89%B9%E6%97%97%E8%8B%8F%E5%AE%B6%E6%B2%9F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%8B%8F%E5%AE%B6%E6%B2%9F%E8%82%A1%E4%BB%BD%E5%88%B6%E4%BA%95,Operating,1.5,2010,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M1204,China,Sunjiahao Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E4%B8%9C%E9%9B%86%E5%9B%A2%E5%AD%99%E5%AE%B6%E5%A3%95%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,3,2011,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,-,,-,
M2387,China,Taiyuan Coal Mine,,???????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%B3%B0%E5%8D%87%E5%AE%9E%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%84%82%E6%89%98%E5%85%8B%E6%97%97%E6%B3%B0%E6%BA%90%E7%85%A4%E7%9F%BF,Operating,1.2,2021,ROM,0.89,Estimated,1.35,Estimated,-,,-,,-,,-,,-,
M2154,China,Tanggongta Coal Mine,,?????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E5%94%90%E5%85%AC%E5%A1%94%E7%85%A4%E7%9F%BF%E5%94%90%E5%85%AC%E5%A1%94%E7%9F%BF%E4%BA%95,Operating,1.5,1990,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M0355,China,Tangjiahui Coal Mine,,????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%8D%8E%E5%85%B4%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%94%90%E5%AE%B6%E4%BC%9A%E7%85%A4%E7%9F%BF,Operating,9,2017,ROM,6.70,Estimated,6.74,Estimated,6.71,Estimated,6.28,Estimated,6.35,Estimated,6.35,Estimated,-,
M2400,China,Tianyu Coal Mine,,???????????????,https://www.gem.wiki/%E4%B9%8C%E6%B5%B7%E5%B8%82%E5%A4%A9%E8%AA%89%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.8,2006,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1211,China,Tie'bei Coal Mine,,????????????????,https://www.gem.wiki/%E6%89%8E%E8%B5%89%E8%AF%BA%E5%B0%94%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%93%81%E5%8C%97%E7%85%A4%E7%9F%BF,Operating,3.6,1991,ROM,2.68,Estimated,2.70,Estimated,2.68,Estimated,2.51,Estimated,2.54,Estimated,2.54,Estimated,-,
M0364,China,Ulan Mulun Coal Mine,,????????????????????,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E7%A5%9E%E4%B8%9C%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B9%8C%E5%85%B0%E6%9C%A8%E4%BC%A6%E7%85%A4%E7%9F%BF,Operating,5.1,1992,ROM,3.79,Estimated,3.82,Estimated,3.80,Estimated,3.56,Estimated,3.60,Estimated,3.60,Estimated,-,
M0367,China,Wangjiata Coal Mine,,?????????????,https://www.gem.wiki/%E6%96%B0%E8%83%BD%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%8E%8B%E5%AE%B6%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,8,2012,ROM,5.95,Estimated,5.99,Estimated,5.96,Estimated,5.58,Estimated,5.65,Estimated,4.80,Estimated,-,
M0369,China,Wanli No.1 Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%87%E5%88%A9%E4%B8%80%E7%9F%BF,Operating,10,2009,ROM,7.44,Estimated,7.49,Estimated,7.45,Estimated,6.98,Estimated,7.06,Estimated,7.06,Estimated,-,
M2199,China,Wenjiata Coal Mine,,?????????(??)???????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%B9%8C%E5%85%B0%E7%85%A4%E7%82%AD(%E9%9B%86%E5%9B%A2)%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%B8%A9%E5%AE%B6%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,2.4,2009,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.69,Estimated,1.69,Estimated,-,
M0373,China,West No. 1 Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%8D%8E%E6%B6%A6%E7%94%B5%E5%8A%9B%EF%BC%88%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%EF%BC%89%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%A5%BF%E4%B8%80%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,8,2022,ROM,2.68,Estimated,0.37,Estimated,-,,-,,-,,-,,-,
M2450,China,Wuhushan Coal Mine,,????????????????? ????????????????????????????,https://www.gem.wiki/%E5%9B%BD%E8%83%BD%E4%B9%8C%E6%B5%B7%E8%83%BD%E6%BA%90%E4%BA%94%E8%99%8E%E5%B1%B1%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,2,2007,ROM,1.49,Estimated,1.50,Estimated,1.49,Estimated,1.40,Estimated,1.41,Estimated,1.41,Estimated,-,
M2361,China,Wurenduxi Coal Mine,,??????????????????,https://www.gem.wiki/%E9%84%82%E6%89%98%E5%85%8B%E6%97%97%E4%B9%8C%E4%BB%81%E9%83%BD%E8%A5%BF%E7%85%A4%E7%84%A6%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2000,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,1.50,Reported
M1230,China,Xiaoyugou Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%B8%89%E7%BB%B4%E8%B5%84%E6%BA%90%E9%9B%86%E5%9B%A2%E5%B0%8F%E9%B1%BC%E6%B2%9F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,3,2012,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M1801,China,Xingheng Coal Mine,,?????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%98%89%E7%83%A8%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%85%B4%E6%81%92%E7%85%A4%E7%9F%BF,Operating,1.5,2012,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2226,China,Xinglong Heidaigou Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%85%B4%E9%9A%86%E8%83%BD%E6%BA%90%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%BB%91%E5%B2%B1%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.5,2009,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2236,China,Xinmiao Jinglaoyuan Coal Mine,,??????????????????????????????,https://www.gem.wiki/%E9%93%81%E7%85%A4%E9%9B%86%E5%9B%A2%E5%86%85%E8%92%99%E5%8F%A4%E4%B8%9C%E6%96%B0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%BC%8A%E9%87%91%E9%9C%8D%E6%B4%9B%E6%97%97%E6%96%B0%E5%BA%99%E9%95%87%E6%95%AC%E8%80%81%E9%99%A2%E7%85%A4%E7%9F%BF,Operating,1.2,2002,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1786,China,Yakeshi Shengli Coal Mine,,????????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%89%99%E5%85%8B%E7%9F%B3%E4%BA%94%E4%B9%9D%E7%85%A4%E7%82%AD%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%83%9C%E5%88%A9%E7%85%A4%E7%9F%BF,Operating,1.2,2013,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0404,China,Yangjiacun Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%8F%8C%E6%AC%A3%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9D%A8%E5%AE%B6%E6%9D%91%E7%85%A4%E7%9F%BF,Operating,8,2012,ROM,5.95,Estimated,5.99,Estimated,5.96,Estimated,3.49,Estimated,3.53,Estimated,3.53,Estimated,-,
M2321,China,Yangshita No.1 Coal Mine,,??????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%B1%87%E8%83%BD%E7%85%A4%E7%94%B5%E9%9B%86%E5%9B%A2%E7%BE%8A%E5%B8%82%E5%A1%94%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%80%E7%9F%BF,Operating,1.5,2008,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2322,China,Yangshita No.2 Coal Mine,,??????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%B1%87%E8%83%BD%E7%85%A4%E7%94%B5%E9%9B%86%E5%9B%A2%E7%BE%8A%E5%B8%82%E5%A1%94%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%BA%8C%E7%9F%BF,Operating,2.4,2008,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.69,Estimated,1.69,Estimated,-,
M2255,China,Yangta Coal Mine,,?????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%81%9A%E7%A5%A5%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%98%B3%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,2.4,2010,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.69,Estimated,1.69,Estimated,-,
