Unit ID,Unit Name,Unit type,Country,Fuel type,Status,Latitude,Longitude,Location accuracy,Owner,Parent,Production (Mtpa),Mine Type,Mine Size (Km2),Mine Depth (m),Coal Type,Coal Grade,GEM Coal Mine Methane Emissions Estimate (MCM/yr),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
OG0013272,Cantuar East Roseray,pool,Canada,oil,Operating,50.348,-108.175,exact,,, , , , , , , ,72.69524,66.87874,56.695274,44.670578,34.169735,27.993021,27.854683,33.885975,44.28434,56.31111,66.72645,72.660416
OG0013273,Cantuar Main Cantuar,pool,Canada,oil,Operating,50.335,-108.248,exact,,, , , , , , , ,72.69524,66.87874,56.695274,44.670578,34.169735,27.993021,27.854683,33.885975,44.28434,56.31111,66.72645,72.660416
OG0013274,Cantuar N Roseray,pool,Canada,oil,Operating,50.392,-108.24,exact,,, , , , , , , ,72.795235,66.97874,56.795273,44.770576,34.269733,28.093021,27.954683,33.985977,44.38434,56.41111,66.82645,72.760414
OG0013275,Cantuar Roseray,pool,Canada,oil,Operating,50.335,-108.248,exact,,, , , , , , , ,72.69524,66.87874,56.695274,44.670578,34.169735,27.993021,27.854683,33.885975,44.28434,56.31111,66.72645,72.660416
OG0013277,Carlyle S L Watrous,pool,Canada,oil,Operating,49.598,-102.257,exact,,, , , , , , , ,71.99524,66.17874,55.995274,43.970577,33.469734,27.293022,27.154682,33.185978,43.58434,55.61111,66.02645,71.96041
OG0013278,Carnduff Frobisher,pool,Canada,oil,Operating,49.17,-101.962,exact,,, , , , , , , ,71.59524,65.77874,55.595276,43.57058,33.069736,26.89302,26.754683,32.785976,43.18434,55.21111,65.62645,71.56041
OG0013279,Carnduff Midale,pool,Canada,oil,Operating,49.146,-101.896,exact,,, , , , , , , ,71.49524,65.67874,55.495274,43.470577,32.969734,26.793022,26.654682,32.685978,43.08434,55.11111,65.52645,71.46041
OG0013281,Carruthers Cummings,pool,Canada,oil,Operating,52.912,-109.238,exact,,, , , , , , , ,75.295235,69.47874,59.295277,47.270576,36.769733,30.593021,30.454683,36.485977,46.88434,58.91111,69.32645,75.260414
OG0013283,Celtic Central Mclaren,pool,Canada,oil,Operating,53.44,-109.305,exact,,, , , , , , , ,75.795235,69.97874,59.795277,47.770576,37.269733,31.093021,30.954683,36.985977,47.38434,59.41111,69.82645,75.760414
OG0013284,Celtic Colony Gas,pool,Canada,gas,Operating,53.453,-109.315,exact,,, , , , , , , ,75.89524,70.07874,59.895275,47.87058,37.369736,31.193022,31.054684,37.085976,47.48434,59.51111,69.926445,75.86041
OG0013285,Celtic GP,pool,Canada,oil,Operating,53.44,-109.306,exact,,, , , , , , , ,75.795235,69.97874,59.795277,47.770576,37.269733,31.093021,30.954683,36.985977,47.38434,59.41111,69.82645,75.760414
OG0013286,Celtic Sparky,pool,Canada,oil,Operating,53.44,-109.306,exact,,, , , , , , , ,75.795235,69.97874,59.795277,47.770576,37.269733,31.093021,30.954683,36.985977,47.38434,59.41111,69.82645,75.760414
