country,sensor,date,validation,1,2,3,4,5,6,7,8,9,10,11,12
Australia,Sentinel-5P/TROPOMI - ESA,18/08/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,10/05/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,29/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Sentinel-5P/TROPOMI - ESA,11/01/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,05/08/2022,0,2,2,2,1,1,1,1,1,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,21/10/2022,1,1,2,2,2,2,2,1,2,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,26/02/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
Australia,Sentinel-5P/TROPOMI - ESA,15/09/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,10/11/2020,1,1,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,17/11/2022,1,2,2,2,1,1,0,0,0,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/02/2022,1,2,2,2,2,2,1,0,0,0,2,2,2
Myanmar,Sentinel-5P/TROPOMI - ESA,18/02/2020,1,2,2,2,2,2,1,1,1,0,1,2,2
India,Sentinel-5P/TROPOMI - ESA,10/02/2022,1,1,2,2,2,2,2,1,2,2,2,2,2
country_not_specified,Sentinel-5P/TROPOMI - ESA,23/06/2023,1,1,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,11/04/2023,1,2,2,2,2,1,1,1,1,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,13/03/2022,1,1,2,2,2,2,2,1,2,2,2,2,2
Australia,Sentinel-5P/TROPOMI - ESA,15/11/2020,1,2,1,2,2,2,2,2,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,22/05/2022,1,2,2,2,2,2,2,2,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,11/04/2019,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Sentinel-5P/TROPOMI - ESA,19/11/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,23/06/2021,1,2,2,2,2,2,2,1,1,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,05/12/2023,1,2,2,2,2,1,1,2,1,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,25/10/2020,1,2,2,2,2,2,2,2,1,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,25/06/2020,1,1,2,2,2,2,2,2,2,2,2,0,1
Pakistan,Sentinel-5P/TROPOMI - ESA,15/02/2022,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,15/06/2020,1,2,2,2,2,2,2,2,2,2,2,2,1
India,Sentinel-5P/TROPOMI - ESA,31/01/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
Bangladesh,Sentinel-5P/TROPOMI - ESA,04/05/2023,0,2,2,2,2,1,0,0,0,0,2,2,2
India,Sentinel-5P/TROPOMI - ESA,10/04/2023,1,1,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,12/02/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Kazakhstan,Sentinel-5P/TROPOMI - ESA,14/05/2021,1,1,1,2,2,2,2,2,2,2,2,1,1
Pakistan,Sentinel-5P/TROPOMI - ESA,06/09/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Kazakhstan,Sentinel-5P/TROPOMI - ESA,13/07/2021,1,1,2,2,2,2,2,2,2,2,2,1,1
Algeria,Sentinel-5P/TROPOMI - ESA,01/05/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,19/01/2021,0,1,2,2,2,2,2,1,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,09/02/2020,0,0,1,2,2,2,2,2,2,2,2,0,1
USA,Sentinel-5P/TROPOMI - ESA,06/01/2020,0,0,1,2,1,2,2,1,2,1,2,2,0
USA,Sentinel-5P/TROPOMI - ESA,13/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,0
Australia,Sentinel-5P/TROPOMI - ESA,17/10/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,26/11/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,13/02/2022,1,2,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,03/07/2023,1,1,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/03/2021,1,2,2,2,2,1,0,0,0,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,12/01/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,22/11/2021,1,1,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,08/12/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Mexico,Sentinel-5P/TROPOMI - ESA,24/11/2020,1,2,2,2,2,1,1,1,1,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,17/05/2023,1,2,2,2,2,2,2,1,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,05/10/2023,1,1,1,2,2,2,2,2,2,2,2,2,1
Bangladesh,Sentinel-5P/TROPOMI - ESA,24/01/2021,1,2,2,2,2,2,0,1,0,0,1,2,2
Saudi Arabia,Sentinel-5P/TROPOMI - ESA,06/07/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,12/10/2022,1,2,2,2,2,2,2,1,2,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,27/01/2021,1,2,2,2,2,2,2,1,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,27/09/2020,1,2,2,2,1,1,1,1,1,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,16/11/2022,1,2,2,2,1,1,0,0,0,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,17/02/2022,0,1,1,1,1,1,1,0,0,0,1,1,1
India,Sentinel-5P/TROPOMI - ESA,18/02/2022,1,2,2,2,2,2,2,1,2,1,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,18/09/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,28/02/2023,1,2,2,2,2,2,2,0,0,0,1,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,18/09/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Iran,Sentinel-5P/TROPOMI - ESA,15/10/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,13/03/2023,1,2,2,2,2,2,2,1,0,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/02/2021,1,2,2,2,2,2,2,0,1,0,2,1,2
India,Sentinel-5P/TROPOMI - ESA,31/03/2019,1,1,2,2,2,2,2,1,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,19/10/2023,0,1,1,2,2,2,2,2,2,2,1,2,1
India,Sentinel-5P/TROPOMI - ESA,02/02/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
Kazakhstan,Sentinel-5P/TROPOMI - ESA,14/08/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Canada,Sentinel-5P/TROPOMI - ESA,20/04/2021,1,1,2,2,2,2,2,2,2,2,2,2,1
Australia,Sentinel-5P/TROPOMI - ESA,12/08/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,09/08/2020,0,1,2,2,2,2,2,1,1,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,30/08/2022,1,0,1,2,2,1,2,2,2,2,1,0,0
Russia,Sentinel-5P/TROPOMI - ESA,09/12/2023,0,0,0,1,2,1,2,1,2,1,0,0,0
Iran,Sentinel-5P/TROPOMI - ESA,11/12/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,20/05/2019,1,1,1,2,2,2,2,2,2,2,2,0,0
USA,Sentinel-5P/TROPOMI - ESA,31/10/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Australia,Sentinel-5P/TROPOMI - ESA,21/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Saudi Arabia,Sentinel-5P/TROPOMI - ESA,09/02/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
South Africa,Sentinel-5P/TROPOMI - ESA,26/08/2019,1,2,2,2,2,2,2,2,2,2,2,2,1
Iran,Sentinel-5P/TROPOMI - ESA,16/11/2019,1,2,2,2,2,2,1,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,15/01/2023,0,1,2,2,2,2,2,1,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,06/05/2020,0,0,0,2,1,1,2,2,1,1,0,0,0
India,Sentinel-5P/TROPOMI - ESA,18/02/2023,1,2,2,2,2,2,2,1,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,11/09/2020,0,0,1,2,1,2,2,1,2,1,2,2,0
Pakistan,Sentinel-5P/TROPOMI - ESA,09/02/2023,1,1,2,2,2,2,2,1,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,12/03/2022,1,1,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/05/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,09/10/2020,1,1,1,1,2,2,2,2,2,2,2,1,1
Kazakhstan,Sentinel-5P/TROPOMI - ESA,25/09/2023,1,1,2,2,2,2,2,2,2,2,2,2,2
Australia,Sentinel-5P/TROPOMI - ESA,02/05/2023,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Sentinel-5P/TROPOMI - ESA,12/12/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,10/02/2020,1,1,2,2,2,2,2,2,2,2,2,0,1
Argentina,Sentinel-5P/TROPOMI - ESA,03/06/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,09/02/2020,0,0,0,1,2,1,1,1,1,1,0,0,0
Iran,Sentinel-5P/TROPOMI - ESA,18/05/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,27/10/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,04/10/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,21/06/2022,1,0,1,2,1,2,2,2,2,2,1,0,0
Argentina,Sentinel-5P/TROPOMI - ESA,07/01/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,24/02/2019,1,1,2,2,2,2,2,2,2,2,2,1,1
India,Sentinel-5P/TROPOMI - ESA,10/12/2023,1,2,2,2,2,2,2,1,2,1,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,09/05/2021,1,0,1,1,2,2,2,2,2,2,2,1,0
Pakistan,Sentinel-5P/TROPOMI - ESA,14/12/2022,1,2,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,05/04/2022,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,09/06/2019,1,2,2,2,2,2,2,2,1,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,10/04/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,03/01/2022,1,2,2,2,2,2,2,1,2,2,2,2,2
Uzbekistan,Sentinel-5P/TROPOMI - ESA,19/11/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,26/02/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,20/11/2019,1,2,2,2,2,1,1,1,1,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,10/12/2023,1,2,2,2,2,2,2,1,2,2,2,2,2
Kazakhstan,Sentinel-5P/TROPOMI - ESA,17/02/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,31/12/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,29/01/2021,1,2,2,2,1,1,0,0,0,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,30/10/2022,1,1,2,2,2,2,2,1,2,1,2,2,2
China,Sentinel-5P/TROPOMI - ESA,19/02/2020,0,1,1,1,1,1,1,1,1,1,1,1,1
USA,Sentinel-5P/TROPOMI - ESA,13/07/2019,0,0,1,2,2,2,2,1,1,2,2,2,1
Australia,Sentinel-5P/TROPOMI - ESA,13/07/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,11/03/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,25/11/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,11/02/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,15/02/2022,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,28/12/2021,1,2,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,27/03/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,06/02/2023,0,0,1,1,2,2,2,2,2,2,2,1,0
India,Sentinel-5P/TROPOMI - ESA,03/10/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
Iran,Sentinel-5P/TROPOMI - ESA,15/12/2019,1,2,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,20/01/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Uzbekistan,Sentinel-5P/TROPOMI - ESA,25/05/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,17/05/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,15/10/2019,1,1,1,2,1,2,2,1,1,1,2,2,0
India,Sentinel-5P/TROPOMI - ESA,17/10/2022,1,2,2,2,2,2,2,1,2,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,22/02/2021,1,2,2,2,1,1,1,1,1,2,2,2,2
Iran,Sentinel-5P/TROPOMI - ESA,08/10/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,12/09/2020,0,2,2,2,2,2,2,1,2,1,2,2,2
Uzbekistan,Sentinel-5P/TROPOMI - ESA,16/06/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,23/06/2023,1,2,2,2,2,2,2,2,2,2,2,2,1
India,Sentinel-5P/TROPOMI - ESA,17/10/2020,1,2,2,2,2,2,2,1,2,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,27/11/2022,1,1,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,06/05/2019,1,2,2,2,2,2,2,1,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,20/10/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,12/05/2019,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Sentinel-5P/TROPOMI - ESA,05/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Sentinel-5P/TROPOMI - ESA,22/07/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,08/05/2020,1,0,1,2,2,2,2,2,2,2,1,0,0
India,Sentinel-5P/TROPOMI - ESA,10/08/2020,1,1,2,2,2,2,2,1,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,12/03/2020,1,2,2,2,2,1,1,1,1,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,03/04/2020,0,2,2,2,1,1,1,1,1,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,22/11/2023,1,2,2,1,2,2,2,2,2,2,2,2,1
USA,Sentinel-5P/TROPOMI - ESA,27/01/2019,1,2,2,2,2,2,2,1,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,06/08/2020,1,0,1,2,1,2,2,1,2,1,2,2,0
USA,Sentinel-5P/TROPOMI - ESA,10/01/2023,0,1,1,2,1,2,1,2,1,1,2,2,0
Pakistan,Sentinel-5P/TROPOMI - ESA,20/12/2022,1,2,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,15/01/2024,1,2,2,2,2,2,2,2,2,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,10/10/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,27/01/2022,0,1,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,27/03/2019,0,1,0,1,2,2,2,1,1,0,1,2,2
India,Sentinel-5P/TROPOMI - ESA,30/11/2022,1,1,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,16/03/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,10/10/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,04/09/2023,0,1,1,1,1,1,1,1,1,1,1,1,1
India,Sentinel-5P/TROPOMI - ESA,02/04/2021,0,2,2,2,1,1,0,0,0,1,2,2,2
Iraq,Sentinel-5P/TROPOMI - ESA,24/05/2019,1,2,2,2,2,2,1,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,03/02/2022,1,2,2,2,2,2,2,1,2,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,04/05/2023,1,1,2,2,2,2,0,1,0,0,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,19/04/2023,0,1,1,2,1,2,1,1,1,1,2,2,0
India,Sentinel-5P/TROPOMI - ESA,25/11/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,06/08/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/08/2022,1,2,2,2,2,2,2,1,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,19/11/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,18/06/2020,1,0,1,2,2,2,2,2,2,2,1,0,0
Kazakhstan,Sentinel-5P/TROPOMI - ESA,09/10/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,18/12/2021,1,2,2,2,2,2,2,1,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,07/09/2021,0,0,1,2,2,2,2,2,2,1,0,1,0
Pakistan,Sentinel-5P/TROPOMI - ESA,15/10/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Uzbekistan,Sentinel-5P/TROPOMI - ESA,27/04/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,08/09/2021,1,2,2,2,1,1,1,1,1,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,13/11/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,21/12/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,20/02/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,12/11/2021,1,2,2,2,2,2,2,1,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,15/06/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,06/03/2023,1,2,2,2,2,2,2,1,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,05/03/2020,0,1,1,1,1,1,1,1,1,1,1,1,1
India,Sentinel-5P/TROPOMI - ESA,10/09/2021,0,1,2,2,2,2,2,1,2,1,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,09/02/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,03/11/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,21/02/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,29/08/2019,1,0,1,2,2,2,1,2,2,2,1,1,0
USA,Sentinel-5P/TROPOMI - ESA,10/02/2023,0,1,1,2,1,2,1,1,1,1,2,2,0
India,Sentinel-5P/TROPOMI - ESA,11/06/2022,0,2,2,2,1,1,0,0,0,1,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,24/06/2020,1,0,0,1,2,1,2,1,0,1,0,0,0
India,Sentinel-5P/TROPOMI - ESA,11/02/2022,1,1,2,2,2,2,2,1,2,1,2,2,2
Iran,Sentinel-5P/TROPOMI - ESA,09/01/2019,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Sentinel-5P/TROPOMI - ESA,23/02/2019,0,1,1,1,1,2,1,1,0,0,1,1,1
Pakistan,Sentinel-5P/TROPOMI - ESA,13/03/2023,1,1,2,2,2,2,2,1,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,18/08/2021,1,0,1,1,2,2,2,2,2,2,2,2,1
Kazakhstan,Sentinel-5P/TROPOMI - ESA,22/09/2021,1,1,1,2,2,2,2,2,2,2,2,2,1
India,Sentinel-5P/TROPOMI - ESA,12/02/2019,1,1,2,2,2,2,2,1,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,03/08/2021,1,2,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,11/04/2023,1,2,2,2,2,2,2,0,0,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,02/06/2021,1,2,2,2,2,2,2,1,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,28/03/2019,0,0,0,1,2,2,1,2,2,1,0,0,0
Australia,Sentinel-5P/TROPOMI - ESA,11/11/2019,1,2,2,2,2,2,2,2,2,2,2,2,2
country_not_specified,Sentinel-5P/TROPOMI - ESA,11/09/2023,0,2,2,2,1,1,1,1,0,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,24/12/2021,1,2,2,2,2,2,2,1,2,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,08/08/2021,0,2,2,2,1,1,1,1,1,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,10/04/2020,1,1,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,03/05/2023,1,1,2,2,2,2,2,1,2,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,08/07/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Kazakhstan,Sentinel-5P/TROPOMI - ESA,22/10/2023,1,1,2,2,2,2,2,2,2,2,2,1,1
USA,Sentinel-5P/TROPOMI - ESA,30/04/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,17/09/2019,1,2,2,2,1,1,1,1,1,2,2,2,2
Kazakhstan,Sentinel-5P/TROPOMI - ESA,09/11/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,28/12/2022,1,2,2,2,1,1,1,1,1,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,25/01/2023,1,2,2,2,1,1,1,1,1,2,2,2,2
Uzbekistan,Sentinel-5P/TROPOMI - ESA,04/01/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,13/03/2022,1,2,2,2,2,2,2,0,0,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,28/04/2021,1,2,2,2,2,2,2,0,1,2,2,2,2
Iran,Sentinel-5P/TROPOMI - ESA,09/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Sentinel-5P/TROPOMI - ESA,12/03/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,14/09/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
China,Sentinel-5P/TROPOMI - ESA,18/09/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
USA,Sentinel-5P/TROPOMI - ESA,23/06/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,20/04/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/07/2023,0,1,2,2,2,2,2,1,1,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,03/09/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,02/06/2023,1,2,2,2,2,2,2,1,1,1,2,2,2
India,Sentinel-5P/TROPOMI - ESA,20/02/2019,1,2,2,2,2,2,1,0,0,0,2,2,2
India,Sentinel-5P/TROPOMI - ESA,21/02/2023,1,2,2,2,2,2,1,0,0,0,2,2,2
India,Sentinel-5P/TROPOMI - ESA,29/02/2020,1,2,2,2,2,2,2,0,0,1,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,13/08/2019,1,0,0,1,1,1,2,2,2,1,1,0,0
Pakistan,Sentinel-5P/TROPOMI - ESA,28/09/2020,1,2,2,2,1,1,1,1,1,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,25/04/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Argentina,Sentinel-5P/TROPOMI - ESA,08/06/2021,1,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,30/01/2021,1,2,2,2,1,1,1,1,1,2,2,2,2
Iraq,Sentinel-5P/TROPOMI - ESA,15/08/2022,1,2,2,2,2,2,1,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,10/03/2023,1,1,2,2,2,2,2,1,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,04/12/2020,1,2,2,2,2,2,2,0,0,1,2,2,2
Pakistan,Sentinel-5P/TROPOMI - ESA,22/04/2022,0,2,2,2,1,1,1,1,1,2,2,2,2
Algeria,Sentinel-5P/TROPOMI - ESA,14/10/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
India,Sentinel-5P/TROPOMI - ESA,01/09/2020,1,2,2,2,2,2,2,2,2,2,2,2,2
Russia,Sentinel-5P/TROPOMI - ESA,23/06/2020,1,1,2,2,2,2,2,2,2,2,2,1,1
Uzbekistan,Sentinel-5P/TROPOMI - ESA,23/03/2023,1,2,2,2,2,2,2,2,2,2,2,2,2
Belarus,Sentinel-5P/TROPOMI - ESA,04/06/2020,1,0,1,2,2,2,2,2,2,2,1,0,0
