Category,Year,Ch4 Kt,Country
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Estonia
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1990,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1991,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1992,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1993,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1994,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1995,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1996,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1997,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1998,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,1999,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2000,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2001,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2002,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2003,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2004,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2005,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2006,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2007,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2008,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2009,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2010,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2011,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2012,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2013,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2014,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2015,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2016,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2017,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2018,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2019,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,2020,,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,European Union (Convention)
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,France
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,France
1.B.1.a.i.3 Abandoned Underground Mines,1990,,France
1.B.1.a.i.3 Abandoned Underground Mines,1990,,France
1.B.1.a.i.3 Abandoned Underground Mines,1991,,France
1.B.1.a.i.3 Abandoned Underground Mines,1991,,France
1.B.1.a.i.3 Abandoned Underground Mines,1992,,France
1.B.1.a.i.3 Abandoned Underground Mines,1992,,France
1.B.1.a.i.3 Abandoned Underground Mines,1993,,France
1.B.1.a.i.3 Abandoned Underground Mines,1993,,France
1.B.1.a.i.3 Abandoned Underground Mines,1994,,France
1.B.1.a.i.3 Abandoned Underground Mines,1994,,France
1.B.1.a.i.3 Abandoned Underground Mines,1995,,France
1.B.1.a.i.3 Abandoned Underground Mines,1995,,France
1.B.1.a.i.3 Abandoned Underground Mines,1996,,France
1.B.1.a.i.3 Abandoned Underground Mines,1996,,France
1.B.1.a.i.3 Abandoned Underground Mines,1997,,France
1.B.1.a.i.3 Abandoned Underground Mines,1997,,France
1.B.1.a.i.3 Abandoned Underground Mines,1998,,France
1.B.1.a.i.3 Abandoned Underground Mines,1998,,France
1.B.1.a.i.3 Abandoned Underground Mines,1999,,France
1.B.1.a.i.3 Abandoned Underground Mines,1999,,France
1.B.1.a.i.3 Abandoned Underground Mines,2000,,France
1.B.1.a.i.3 Abandoned Underground Mines,2000,,France
1.B.1.a.i.3 Abandoned Underground Mines,2001,,France
1.B.1.a.i.3 Abandoned Underground Mines,2001,,France
1.B.1.a.i.3 Abandoned Underground Mines,2002,,France
1.B.1.a.i.3 Abandoned Underground Mines,2002,,France
1.B.1.a.i.3 Abandoned Underground Mines,2003,,France
1.B.1.a.i.3 Abandoned Underground Mines,2003,,France
1.B.1.a.i.3 Abandoned Underground Mines,2004,,France
1.B.1.a.i.3 Abandoned Underground Mines,2004,,France
1.B.1.a.i.3 Abandoned Underground Mines,2005,,France
1.B.1.a.i.3 Abandoned Underground Mines,2005,,France
1.B.1.a.i.3 Abandoned Underground Mines,2006,,France
1.B.1.a.i.3 Abandoned Underground Mines,2006,,France
1.B.1.a.i.3 Abandoned Underground Mines,2007,,France
1.B.1.a.i.3 Abandoned Underground Mines,2007,,France
1.B.1.a.i.3 Abandoned Underground Mines,2008,,France
1.B.1.a.i.3 Abandoned Underground Mines,2008,,France
1.B.1.a.i.3 Abandoned Underground Mines,2009,,France
1.B.1.a.i.3 Abandoned Underground Mines,2009,,France
1.B.1.a.i.3 Abandoned Underground Mines,2010,,France
1.B.1.a.i.3 Abandoned Underground Mines,2010,,France
1.B.1.a.i.3 Abandoned Underground Mines,2011,,France
1.B.1.a.i.3 Abandoned Underground Mines,2011,,France
1.B.1.a.i.3 Abandoned Underground Mines,2012,,France
1.B.1.a.i.3 Abandoned Underground Mines,2012,,France
1.B.1.a.i.3 Abandoned Underground Mines,2013,,France
1.B.1.a.i.3 Abandoned Underground Mines,2013,,France
1.B.1.a.i.3 Abandoned Underground Mines,2014,,France
1.B.1.a.i.3 Abandoned Underground Mines,2014,,France
1.B.1.a.i.3 Abandoned Underground Mines,2015,,France
1.B.1.a.i.3 Abandoned Underground Mines,2015,,France
1.B.1.a.i.3 Abandoned Underground Mines,2016,,France
1.B.1.a.i.3 Abandoned Underground Mines,2016,,France
1.B.1.a.i.3 Abandoned Underground Mines,2017,,France
1.B.1.a.i.3 Abandoned Underground Mines,2017,,France
1.B.1.a.i.3 Abandoned Underground Mines,2018,,France
1.B.1.a.i.3 Abandoned Underground Mines,2018,,France
1.B.1.a.i.3 Abandoned Underground Mines,2019,,France
1.B.1.a.i.3 Abandoned Underground Mines,2019,,France
1.B.1.a.i.3 Abandoned Underground Mines,2020,,France
1.B.1.a.i.3 Abandoned Underground Mines,2020,,France
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,France
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,France
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Germany
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Hungary
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Ireland
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Japan
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Latvia
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Liechtenstein
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1991,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1992,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1993,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1994,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1995,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1996,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1997,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1998,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,1999,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2000,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2001,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2002,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2003,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2004,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2005,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2006,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2007,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2008,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2009,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2010,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2011,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2012,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2013,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2014,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2015,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2016,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2017,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2018,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2019,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,2020,,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,Last Inventory Year (2021),,Lithuania
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Luxembourg
1.B.1.a.i.3 Abandoned Underground Mines,Base year,,Luxembourg
1.B.1.a.i.3 Abandoned Underground Mines,1990,,Luxembourg
